,Postcode,buurt
7566,1017VN,Amstelveldbuurt
7573,1017VP,Amstelveldbuurt
7587,1017VR,Amstelveldbuurt
7600,1017VS,Amstelveldbuurt
7607,1017AC,Rembrandtpleinbuurt
7621,1017AD,Rembrandtpleinbuurt
7640,1017AE,Rembrandtpleinbuurt
7650,1017AG,Rembrandtpleinbuurt
7660,1017AH,Rembrandtpleinbuurt
7667,1017CD,Rembrandtpleinbuurt
7679,1017CE,Rembrandtpleinbuurt
7695,1017CR,Rembrandtpleinbuurt
7704,1017CS,Rembrandtpleinbuurt
7711,1017CT,Rembrandtpleinbuurt
7730,1017CV,Rembrandtpleinbuurt
7741,1017CW,Rembrandtpleinbuurt
7756,1017CX,Rembrandtpleinbuurt
7795,1017CZ,Rembrandtpleinbuurt
7808,1017DA,Rembrandtpleinbuurt
7839,1017VH,Rembrandtpleinbuurt
7843,1017VN,Rembrandtpleinbuurt
7852,1017AB,Reguliersbuurt
7853,1017CR,Reguliersbuurt
7854,1017AA,Reguliersbuurt
7875,1017AW,Reguliersbuurt
7882,1017AX,Reguliersbuurt
7895,1017AZ,Reguliersbuurt
7923,1017BB,Reguliersbuurt
7927,1017BC,Reguliersbuurt
7937,1017BD,Reguliersbuurt
7939,1017BE,Reguliersbuurt
7945,1017BG,Reguliersbuurt
7951,1017BH,Reguliersbuurt
7961,1017BJ,Reguliersbuurt
7977,1017BK,Reguliersbuurt
7998,1017BL,Reguliersbuurt
8009,1017CK,Reguliersbuurt
8013,1017CL,Reguliersbuurt
8025,1017CM,Reguliersbuurt
8035,1017CN,Reguliersbuurt
8052,1017CP,Reguliersbuurt
8061,1017CT,Reguliersbuurt
8062,1017CV,Reguliersbuurt
8069,1017HD,Reguliersbuurt
8079,1017HK,Reguliersbuurt
8080,1017AV,Leidsegracht Zuid
8091,1017AW,Leidsegracht Zuid
8100,1017BA,Leidsegracht Zuid
8119,1017BB,Leidsegracht Zuid
8127,1017BP,Leidsegracht Zuid
8139,1017BR,Leidsegracht Zuid
8148,1017BX,Leidsegracht Zuid
8154,1017BZ,Leidsegracht Zuid
8161,1017DJ,Leidsegracht Zuid
8173,1017DK,Leidsegracht Zuid
8178,1017EG,Leidsegracht Zuid
8188,1017EH,Leidsegracht Zuid
8198,1017EJ,Leidsegracht Zuid
8200,1017GA,Leidsegracht Zuid
8213,1017GB,Leidsegracht Zuid
8219,1017GL,Leidsegracht Zuid
8233,1017GM,Leidsegracht Zuid
8241,1017JT,Leidsegracht Zuid
8250,1017JV,Leidsegracht Zuid
8259,1017JW,Leidsegracht Zuid
8260,1017NA,Leidsegracht Zuid
8274,1017NB,Leidsegracht Zuid
8289,1017NC,Leidsegracht Zuid
8292,1017PA,Leidsegracht Zuid
8302,1017PB,Leidsegracht Zuid
8309,1017PC,Leidsegracht Zuid
8319,1017PD,Leidsegracht Zuid
8327,1011AB,Oosterdokseiland
8336,1011AC,Oosterdokseiland
8352,1011AD,Oosterdokseiland
8354,1011AE,Oosterdokseiland
8358,1011DD,Oosterdokseiland
8484,1011DE,Oosterdokseiland
8529,1011DG,Oosterdokseiland
8617,1011DH,Oosterdokseiland
8618,1011DJ,Oosterdokseiland
8637,1011DK,Oosterdokseiland
8682,1011DL,Oosterdokseiland
8761,1011AK,Scheepvaarthuisbuurt
8763,1011AM,Scheepvaarthuisbuurt
8767,1011AN,Scheepvaarthuisbuurt
8771,1011AP,Scheepvaarthuisbuurt
8775,1011AR,Scheepvaarthuisbuurt
8781,1011AS,Scheepvaarthuisbuurt
8784,1011AT,Scheepvaarthuisbuurt
8789,1011AV,Scheepvaarthuisbuurt
8794,1011AW,Scheepvaarthuisbuurt
8799,1011AX,Scheepvaarthuisbuurt
8810,1011AZ,Scheepvaarthuisbuurt
8822,1011BA,Scheepvaarthuisbuurt
8827,1011BB,Scheepvaarthuisbuurt
8831,1011BC,Scheepvaarthuisbuurt
8838,1011BD,Scheepvaarthuisbuurt
8845,1011BG,Scheepvaarthuisbuurt
8863,1011BH,Scheepvaarthuisbuurt
8869,1011BJ,Scheepvaarthuisbuurt
8875,1011BK,Scheepvaarthuisbuurt
8878,1011BL,Scheepvaarthuisbuurt
8881,1011BM,Scheepvaarthuisbuurt
8884,1011BN,Scheepvaarthuisbuurt
8888,1011BP,Scheepvaarthuisbuurt
8892,1011BR,Scheepvaarthuisbuurt
8896,1011TE,Scheepvaarthuisbuurt
8931,1011TD,Rapenburg
8932,1011TN,Rapenburg
8944,1011TW,Rapenburg
8945,1011TB,Rapenburg
8954,1011TC,Rapenburg
8975,1011TG,Rapenburg
8985,1011TJ,Rapenburg
8994,1011TL,Rapenburg
8999,1011TM,Rapenburg
9016,1011TP,Rapenburg
9026,1011TR,Rapenburg
9033,1011TS,Rapenburg
9041,1011TT,Rapenburg
9052,1011TV,Rapenburg
9090,1011TX,Rapenburg
9099,1011TZ,Rapenburg
9130,1011VA,Rapenburg
9135,1011VB,Rapenburg
9140,1011VP,Rapenburg
9150,1011VX,Rapenburg
9156,1011VZ,Rapenburg
9181,1011ER,Lastage
9182,1011AG,Lastage
9186,1011AH,Lastage
9190,1011AJ,Lastage
9194,1011BS,Lastage
9208,1011BT,Lastage
9216,1011BV,Lastage
9222,1011BW,Lastage
9231,1011BX,Lastage
9238,1011BZ,Lastage
9246,1011CA,Lastage
9252,1011CB,Lastage
9260,1011CC,Lastage
9266,1011CD,Lastage
9270,1011CE,Lastage
9275,1011CH,Lastage
9283,1011CJ,Lastage
9291,1011CK,Lastage
9298,1011CL,Lastage
9305,1011CM,Lastage
9356,1011CN,Lastage
9368,1011CP,Lastage
9373,1011CR,Lastage
9384,1011CS,Lastage
9394,1011CT,Lastage
9399,1011CV,Lastage
9405,1011CW,Lastage
9410,1011CX,Lastage
9416,1011CZ,Lastage
9422,1011DB,Lastage
9431,1011EE,Lastage
9435,1011EG,Lastage
9453,1011EH,Lastage
9462,1011EJ,Lastage
9475,1011EK,Lastage
9486,1011EL,Lastage
9496,1011EM,Lastage
9512,1011KX,Lastage
9516,1011KZ,Lastage
9520,1011LA,Lastage
9523,1011DC,Nieuwmarkt
9524,1011DZ,Nieuwmarkt
9527,1011EA,Nieuwmarkt
9538,1011EB,Nieuwmarkt
9544,1011EC,Nieuwmarkt
9554,1011ED,Nieuwmarkt
9565,1011EN,Nieuwmarkt
9575,1011ES,Nieuwmarkt
9582,1011ET,Nieuwmarkt
9594,1011EV,Nieuwmarkt
9598,1011EW,Nieuwmarkt
9614,1011EX,Nieuwmarkt
9624,1011EZ,Nieuwmarkt
9630,1011GA,Nieuwmarkt
9645,1011GB,Nieuwmarkt
9650,1011GC,Nieuwmarkt
9653,1011GD,Nieuwmarkt
9683,1011GG,Nieuwmarkt
9690,1011GH,Nieuwmarkt
9700,1011GJ,Nieuwmarkt
9714,1011GK,Nieuwmarkt
9719,1011GL,Nieuwmarkt
9790,1011GM,Nieuwmarkt
9806,1011GN,Nieuwmarkt
9833,1011GP,Nieuwmarkt
9836,1011GR,Nieuwmarkt
9847,1011GS,Nieuwmarkt
9857,1011GT,Nieuwmarkt
9860,1011GV,Nieuwmarkt
9867,1011GW,Nieuwmarkt
9871,1011GX,Nieuwmarkt
9880,1011GZ,Nieuwmarkt
9911,1011HA,Nieuwmarkt
9914,1011HB,Nieuwmarkt
9953,1011JB,Nieuwmarkt
9985,1011JC,Nieuwmarkt
9987,1011JP,Nieuwmarkt
9991,1011JR,Nieuwmarkt
9995,1011JS,Nieuwmarkt
10000,1011LB,Nieuwmarkt
10005,1011LC,Nieuwmarkt
10009,1011LD,Nieuwmarkt
10020,1011LE,Nieuwmarkt
10052,1011MA,Nieuwmarkt
10102,1011MB,Nieuwmarkt
10139,1011MC,Nieuwmarkt
10148,1011ME,Nieuwmarkt
10150,1011NE,Nieuwmarkt
10156,1011KP,Uilenburg
10161,1011KR,Uilenburg
10166,1011KS,Uilenburg
10169,1011KT,Uilenburg
10174,1011KV,Uilenburg
10177,1011KW,Uilenburg
10197,1011LH,Uilenburg
10206,1011LJ,Uilenburg
10210,1011LK,Uilenburg
10213,1011LL,Uilenburg
10235,1011LM,Uilenburg
10251,1011LN,Uilenburg
10254,1011LP,Uilenburg
10262,1011LR,Uilenburg
10270,1011LS,Uilenburg
10276,1011LT,Uilenburg
10283,1011LV,Uilenburg
10290,1011LW,Uilenburg
10298,1011LX,Uilenburg
10305,1011LZ,Uilenburg
10330,1011MX,Uilenburg
10365,1011MZ,Uilenburg
10395,1011NA,Uilenburg
10413,1011NB,Uilenburg
10419,1011NC,Uilenburg
10428,1011ND,Uilenburg
10446,1011NG,Uilenburg
10453,1011NH,Uilenburg
10456,1011SM,Uilenburg
10457,1011VP,Uilenburg
10465,1011MG,Valkenburg
10499,1011MH,Valkenburg
10547,1011MJ,Valkenburg
10576,1011MK,Valkenburg
10631,1011ML,Valkenburg
10675,1011MN,Valkenburg
10738,1011MP,Valkenburg
10761,1011MR,Valkenburg
10779,1011MT,Valkenburg
10797,1011MV,Valkenburg
10826,1011PZ,Valkenburg
10837,1011RS,Valkenburg
10840,1011RT,Valkenburg
10842,1011RV,Valkenburg
10844,1011RW,Valkenburg
10846,1011RX,Valkenburg
10850,1011RZ,Valkenburg
10854,1011SB,Valkenburg
10862,1011SC,Valkenburg
10865,1011SE,Valkenburg
10869,1011SG,Valkenburg
10877,1011SK,Valkenburg
10881,1011SN,Valkenburg
10886,1011SP,Valkenburg
10902,1011SR,Valkenburg
10922,1011ST,Valkenburg
10939,1011SV,Valkenburg
10956,1011SW,Valkenburg
10973,1011SX,Valkenburg
10990,1011SZ,Valkenburg
11008,1011TA,Valkenburg
11010,1011TK,Valkenburg
11018,1011TW,Valkenburg
11019,1011VC,Valkenburg
11025,1011VD,Valkenburg
11030,1011VE,Valkenburg
11036,1011VG,Valkenburg
11041,1011VH,Valkenburg
11047,1011VJ,Valkenburg
11055,1011VK,Valkenburg
11062,1011VL,Valkenburg
11073,1011VM,Valkenburg
11086,1011HB,Zuiderkerkbuurt
11148,1011HC,Zuiderkerkbuurt
11156,1011HD,Zuiderkerkbuurt
11166,1011HE,Zuiderkerkbuurt
11174,1011HG,Zuiderkerkbuurt
11189,1011HH,Zuiderkerkbuurt
11209,1011HJ,Zuiderkerkbuurt
11218,1011HK,Zuiderkerkbuurt
11223,1011HL,Zuiderkerkbuurt
11229,1011HM,Zuiderkerkbuurt
11231,1011HN,Zuiderkerkbuurt
11234,1011HP,Zuiderkerkbuurt
11241,1011HR,Zuiderkerkbuurt
11255,1011HS,Zuiderkerkbuurt
11270,1011HT,Zuiderkerkbuurt
11278,1011HV,Zuiderkerkbuurt
11285,1011HW,Zuiderkerkbuurt
11295,1011HX,Zuiderkerkbuurt
11302,1011HZ,Zuiderkerkbuurt
11340,1011JA,Zuiderkerkbuurt
11357,1011JC,Zuiderkerkbuurt
11365,1011JD,Zuiderkerkbuurt
11369,1011JE,Zuiderkerkbuurt
11370,1011JG,Zuiderkerkbuurt
11377,1011JH,Zuiderkerkbuurt
11472,1011JJ,Zuiderkerkbuurt
11477,1011JK,Zuiderkerkbuurt
11482,1011JL,Zuiderkerkbuurt
11491,1011JM,Zuiderkerkbuurt
11497,1011JN,Zuiderkerkbuurt
11504,1011JS,Zuiderkerkbuurt
11505,1011JT,Zuiderkerkbuurt
11513,1011JV,Zuiderkerkbuurt
11520,1011JW,Zuiderkerkbuurt
11524,1011JX,Zuiderkerkbuurt
11529,1011JZ,Zuiderkerkbuurt
11534,1011KA,Zuiderkerkbuurt
11541,1011KB,Zuiderkerkbuurt
11549,1011KC,Zuiderkerkbuurt
11558,1011KD,Zuiderkerkbuurt
11562,1011KE,Zuiderkerkbuurt
11566,1011KH,Zuiderkerkbuurt
11574,1011KJ,Zuiderkerkbuurt
11589,1011KK,Zuiderkerkbuurt
11619,1011KM,Zuiderkerkbuurt
11625,1011KN,Zuiderkerkbuurt
11629,1011WB,Zuiderkerkbuurt
11666,1011WC,Zuiderkerkbuurt
11710,1011WD,Zuiderkerkbuurt
11750,1011XA,Zuiderkerkbuurt
11762,1011AL,Waterloopleinbuurt
11764,1011JB,Waterloopleinbuurt
11768,1011MS,Waterloopleinbuurt
11774,1011NK,Waterloopleinbuurt
11788,1011NM,Waterloopleinbuurt
11790,1011NN,Waterloopleinbuurt
11795,1011NP,Waterloopleinbuurt
11800,1011NR,Waterloopleinbuurt
11803,1011NS,Waterloopleinbuurt
11856,1011NV,Waterloopleinbuurt
11867,1011NX,Waterloopleinbuurt
11870,1011NZ,Waterloopleinbuurt
11875,1011PA,Waterloopleinbuurt
11880,1011PB,Waterloopleinbuurt
11903,1011PC,Waterloopleinbuurt
11908,1011PD,Waterloopleinbuurt
11911,1011PE,Waterloopleinbuurt
11914,1011PG,Waterloopleinbuurt
12044,1011PL,Waterloopleinbuurt
12099,1011PM,Waterloopleinbuurt
12125,1011PN,Waterloopleinbuurt
12127,1011PT,Waterloopleinbuurt
12141,1011PV,Waterloopleinbuurt
12143,1011PW,Waterloopleinbuurt
12147,1011RA,Waterloopleinbuurt
12151,1011RB,Waterloopleinbuurt
12156,1011RC,Waterloopleinbuurt
12163,1011RD,Waterloopleinbuurt
12166,1011RE,Waterloopleinbuurt
12173,1011RG,Waterloopleinbuurt
12178,1011RH,Waterloopleinbuurt
12203,1011RJ,Waterloopleinbuurt
12207,1011RK,Waterloopleinbuurt
12211,1011RL,Waterloopleinbuurt
12217,1011RM,Waterloopleinbuurt
12220,1011RN,Waterloopleinbuurt
12229,1011RP,Waterloopleinbuurt
12233,1011RR,Waterloopleinbuurt
12237,1011VR,Waterloopleinbuurt
12247,1011VS,Waterloopleinbuurt
12268,1011VT,Waterloopleinbuurt
12269,1011VW,Waterloopleinbuurt
12271,1013MM,Westerdokseiland
12272,1013AA,Westerdokseiland
12279,1013AD,Westerdokseiland
12489,1013AE,Westerdokseiland
12490,1013AZ,Westerdokseiland
12552,1013BH,Westerdokseiland
12852,1013BP,Westerdokseiland
12883,1013BR,Westerdokseiland
12927,1013BV,Westerdokseiland
13052,1013BX,Westerdokseiland
13180,1013CG,Westerdokseiland
13388,1013AG,Haarlemmerbuurt Oost
13483,1013EA,Haarlemmerbuurt Oost
13495,1013EB,Haarlemmerbuurt Oost
13508,1013EC,Haarlemmerbuurt Oost
13534,1013ED,Haarlemmerbuurt Oost
13546,1013EE,Haarlemmerbuurt Oost
13565,1013EG,Haarlemmerbuurt Oost
13580,1013EH,Haarlemmerbuurt Oost
13590,1013EJ,Haarlemmerbuurt Oost
13602,1013EK,Haarlemmerbuurt Oost
13608,1013EL,Haarlemmerbuurt Oost
13621,1013EM,Haarlemmerbuurt Oost
13634,1013EN,Haarlemmerbuurt Oost
13646,1013EP,Haarlemmerbuurt Oost
13659,1013ER,Haarlemmerbuurt Oost
13674,1013ES,Haarlemmerbuurt Oost
13689,1013ET,Haarlemmerbuurt Oost
13697,1013EV,Haarlemmerbuurt Oost
13704,1013EW,Haarlemmerbuurt Oost
13713,1013EX,Haarlemmerbuurt Oost
13722,1013EZ,Haarlemmerbuurt Oost
13729,1013GA,Haarlemmerbuurt Oost
13736,1013GB,Haarlemmerbuurt Oost
13741,1013GC,Haarlemmerbuurt Oost
13754,1013GD,Haarlemmerbuurt Oost
13763,1013GE,Haarlemmerbuurt Oost
13770,1013GG,Haarlemmerbuurt Oost
13778,1013GH,Haarlemmerbuurt Oost
13786,1013GJ,Haarlemmerbuurt Oost
13791,1013GK,Haarlemmerbuurt Oost
13802,1013GL,Haarlemmerbuurt Oost
13821,1013GM,Haarlemmerbuurt Oost
13862,1013GN,Haarlemmerbuurt Oost
13876,1013GP,Haarlemmerbuurt Oost
13897,1013GR,Haarlemmerbuurt Oost
13912,1013GW,Haarlemmerbuurt Oost
13926,1013GX,Haarlemmerbuurt Oost
13942,1013GZ,Haarlemmerbuurt Oost
13960,1013HA,Haarlemmerbuurt Oost
13984,1013KH,Haarlemmerbuurt West
13986,1013DA,Haarlemmerbuurt West
14005,1013DB,Haarlemmerbuurt West
14036,1013DC,Haarlemmerbuurt West
14061,1013DD,Haarlemmerbuurt West
14093,1013DP,Haarlemmerbuurt West
14104,1013GM,Haarlemmerbuurt West
14272,1013GS,Haarlemmerbuurt West
14290,1013GT,Haarlemmerbuurt West
14297,1013HB,Haarlemmerbuurt West
14304,1013HC,Haarlemmerbuurt West
14312,1013HD,Haarlemmerbuurt West
14322,1013HE,Haarlemmerbuurt West
14345,1013HG,Haarlemmerbuurt West
14360,1013HH,Haarlemmerbuurt West
14362,1013HK,Haarlemmerbuurt West
14373,1013HL,Haarlemmerbuurt West
14383,1013HM,Haarlemmerbuurt West
14400,1013HN,Haarlemmerbuurt West
14403,1013HP,Haarlemmerbuurt West
14418,1013HS,Haarlemmerbuurt West
14437,1013HT,Haarlemmerbuurt West
14441,1013HW,Haarlemmerbuurt West
14461,1013HX,Haarlemmerbuurt West
14483,1013HZ,Haarlemmerbuurt West
14495,1013JA,Haarlemmerbuurt West
14508,1013JC,Haarlemmerbuurt West
14518,1013JD,Haarlemmerbuurt West
14530,1013JE,Haarlemmerbuurt West
14545,1013JG,Haarlemmerbuurt West
14555,1013JH,Haarlemmerbuurt West
14565,1013JJ,Haarlemmerbuurt West
14582,1013JK,Haarlemmerbuurt West
14597,1013JL,Haarlemmerbuurt West
14621,1013JM,Haarlemmerbuurt West
14635,1013JN,Haarlemmerbuurt West
14644,1013JP,Haarlemmerbuurt West
14659,1013JR,Haarlemmerbuurt West
14708,1013JS,Haarlemmerbuurt West
14721,1013JT,Haarlemmerbuurt West
14732,1013JV,Haarlemmerbuurt West
14751,1013JW,Haarlemmerbuurt West
14769,1013JX,Haarlemmerbuurt West
14785,1013JZ,Haarlemmerbuurt West
14793,1013KA,Haarlemmerbuurt West
14803,1013KB,Haarlemmerbuurt West
14814,1013KC,Haarlemmerbuurt West
14829,1013KD,Haarlemmerbuurt West
14839,1013KE,Haarlemmerbuurt West
14847,1013KG,Haarlemmerbuurt West
14866,1013KJ,Haarlemmerbuurt West
14872,1013KK,Haarlemmerbuurt West
14878,1013KL,Haarlemmerbuurt West
14893,1013LH,Westelijke eilanden
14894,1013AV,Westelijke eilanden
14929,1013BW,Westelijke eilanden
14944,1013CT,Westelijke eilanden
14981,1013CW,Westelijke eilanden
15022,1013DE,Westelijke eilanden
15026,1013DG,Westelijke eilanden
15046,1013DH,Westelijke eilanden
15070,1013DJ,Westelijke eilanden
15119,1013DK,Westelijke eilanden
15136,1013DL,Westelijke eilanden
15163,1013DM,Westelijke eilanden
15186,1013DN,Westelijke eilanden
15201,1013EC,Westelijke eilanden
15252,1013JB,Westelijke eilanden
15337,1013KM,Westelijke eilanden
15341,1013KN,Westelijke eilanden
15360,1013KP,Westelijke eilanden
15383,1013KR,Westelijke eilanden
15413,1013KS,Westelijke eilanden
15452,1013KT,Westelijke eilanden
15472,1013KV,Westelijke eilanden
15509,1013KW,Westelijke eilanden
15596,1013KX,Westelijke eilanden
15644,1013LA,Westelijke eilanden
15717,1013LB,Westelijke eilanden
15763,1013LC,Westelijke eilanden
15835,1013LE,Westelijke eilanden
15853,1013LG,Westelijke eilanden
15920,1013LJ,Westelijke eilanden
15929,1013LL,Westelijke eilanden
15952,1013LM,Westelijke eilanden
15970,1013LN,Westelijke eilanden
15977,1013LP,Westelijke eilanden
16076,1013LR,Westelijke eilanden
16098,1013LT,Westelijke eilanden
16118,1013LV,Westelijke eilanden
16143,1013LX,Westelijke eilanden
16150,1013LZ,Westelijke eilanden
16155,1013MA,Westelijke eilanden
16167,1013MB,Westelijke eilanden
16202,1013MD,Westelijke eilanden
16215,1013ME,Westelijke eilanden
16225,1013MG,Westelijke eilanden
16239,1013MK,Westelijke eilanden
16256,1013MC,Planciusbuurt Noord
16264,1013MH,Planciusbuurt Noord
16270,1013MJ,Planciusbuurt Noord
16276,1013MK,Planciusbuurt Noord
16285,1013ML,Planciusbuurt Noord
16332,1013MN,Planciusbuurt Noord
16335,1013MR,Planciusbuurt Noord
16337,1013MS,Planciusbuurt Noord
16349,1013MT,Planciusbuurt Noord
16358,1013MV,Planciusbuurt Noord
16365,1013HR,Planciusbuurt Zuid
16372,1013HS,Planciusbuurt Zuid
16384,1013HT,Planciusbuurt Zuid
16393,1013HV,Planciusbuurt Zuid
16402,1013MH,Planciusbuurt Zuid
16404,1015GD,Driehoekbuurt
16411,1015GE,Driehoekbuurt
16420,1015GG,Driehoekbuurt
16430,1015GH,Driehoekbuurt
16437,1015GJ,Driehoekbuurt
16495,1015GK,Driehoekbuurt
16567,1015GL,Driehoekbuurt
16625,1015GM,Driehoekbuurt
16635,1015GN,Driehoekbuurt
16644,1015GP,Driehoekbuurt
16655,1015GR,Driehoekbuurt
16663,1015HH,Driehoekbuurt
16673,1015HJ,Driehoekbuurt
16683,1015HK,Driehoekbuurt
16697,1015HL,Driehoekbuurt
16724,1015HM,Driehoekbuurt
16741,1015HN,Driehoekbuurt
16757,1015HP,Driehoekbuurt
16775,1015HR,Driehoekbuurt
16784,1015HS,Driehoekbuurt
16805,1015HT,Driehoekbuurt
16838,1015HV,Driehoekbuurt
16891,1015HW,Driehoekbuurt
16913,1015HX,Driehoekbuurt
16922,1015HZ,Driehoekbuurt
16930,1015JA,Driehoekbuurt
16931,1015JB,Driehoekbuurt
16937,1015JC,Driehoekbuurt
16958,1015JD,Driehoekbuurt
16976,1015JE,Driehoekbuurt
17008,1015JG,Driehoekbuurt
17020,1015JJ,Driehoekbuurt
17037,1015JK,Driehoekbuurt
17064,1015JL,Driehoekbuurt
17071,1015JM,Driehoekbuurt
17083,1015JN,Driehoekbuurt
17093,1015JP,Driehoekbuurt
17106,1015JR,Driehoekbuurt
17125,1015JS,Driehoekbuurt
17135,1015JT,Driehoekbuurt
17155,1015JV,Driehoekbuurt
17165,1015JW,Driehoekbuurt
17187,1015JX,Driehoekbuurt
17199,1015JZ,Driehoekbuurt
17211,1015KA,Driehoekbuurt
17233,1015KJ,Driehoekbuurt
17262,1015KK,Driehoekbuurt
17275,1015KL,Driehoekbuurt
17287,1015KM,Driehoekbuurt
17294,1015KN,Driehoekbuurt
17323,1015HD,Bloemgrachtbuurt
17327,1015EA,Bloemgrachtbuurt
17337,1015EB,Bloemgrachtbuurt
17346,1015GZ,Bloemgrachtbuurt
17354,1015HC,Bloemgrachtbuurt
17370,1015HE,Bloemgrachtbuurt
17379,1015HG,Bloemgrachtbuurt
17392,1015RB,Bloemgrachtbuurt
17402,1015RC,Bloemgrachtbuurt
17413,1015RD,Bloemgrachtbuurt
17426,1015RE,Bloemgrachtbuurt
17440,1015RG,Bloemgrachtbuurt
17467,1015RH,Bloemgrachtbuurt
17477,1015RJ,Bloemgrachtbuurt
17490,1015RK,Bloemgrachtbuurt
17497,1015SH,Bloemgrachtbuurt
17507,1015SJ,Bloemgrachtbuurt
17521,1015SK,Bloemgrachtbuurt
17533,1015SL,Bloemgrachtbuurt
17543,1015SM,Bloemgrachtbuurt
17551,1015SN,Bloemgrachtbuurt
17562,1015SP,Bloemgrachtbuurt
17570,1015SR,Bloemgrachtbuurt
17578,1015ST,Bloemgrachtbuurt
17588,1015SV,Bloemgrachtbuurt
17601,1015SW,Bloemgrachtbuurt
17609,1015SX,Bloemgrachtbuurt
17620,1015SZ,Bloemgrachtbuurt
17633,1015TA,Bloemgrachtbuurt
17651,1015TB,Bloemgrachtbuurt
17665,1015TC,Bloemgrachtbuurt
17677,1015TD,Bloemgrachtbuurt
17685,1015TE,Bloemgrachtbuurt
17704,1015TH,Bloemgrachtbuurt
17709,1015TJ,Bloemgrachtbuurt
17718,1015TK,Bloemgrachtbuurt
17725,1015TL,Bloemgrachtbuurt
17735,1015TM,Bloemgrachtbuurt
17744,1015TN,Bloemgrachtbuurt
17752,1015TP,Bloemgrachtbuurt
17759,1015TR,Bloemgrachtbuurt
17763,1015TS,Bloemgrachtbuurt
17770,1015TT,Bloemgrachtbuurt
17775,1015TV,Bloemgrachtbuurt
17827,1016HA,Bloemgrachtbuurt
17837,1016HB,Bloemgrachtbuurt
17842,1016KA,Bloemgrachtbuurt
17848,1016KB,Bloemgrachtbuurt
17854,1016KC,Bloemgrachtbuurt
17858,1016KD,Bloemgrachtbuurt
17865,1016KE,Bloemgrachtbuurt
17870,1016KG,Bloemgrachtbuurt
17879,1016KH,Bloemgrachtbuurt
17888,1016KJ,Bloemgrachtbuurt
17893,1016KK,Bloemgrachtbuurt
17898,1016KL,Bloemgrachtbuurt
17904,1016KM,Bloemgrachtbuurt
17908,1016KN,Bloemgrachtbuurt
17916,1016KP,Bloemgrachtbuurt
17923,1016KR,Bloemgrachtbuurt
17934,1016KS,Bloemgrachtbuurt
17945,1016KT,Bloemgrachtbuurt
17959,1016KV,Bloemgrachtbuurt
17974,1016KW,Bloemgrachtbuurt
17983,1016KX,Bloemgrachtbuurt
17997,1016KZ,Bloemgrachtbuurt
18020,1016LA,Bloemgrachtbuurt
18030,1016LB,Bloemgrachtbuurt
18040,1016LC,Bloemgrachtbuurt
18048,1016LD,Bloemgrachtbuurt
18055,1016LE,Bloemgrachtbuurt
18061,1016LG,Bloemgrachtbuurt
18072,1016LH,Bloemgrachtbuurt
18081,1016LJ,Bloemgrachtbuurt
18090,1016LK,Bloemgrachtbuurt
18117,1016LL,Bloemgrachtbuurt
18128,1016LM,Bloemgrachtbuurt
18146,1016LN,Bloemgrachtbuurt
18156,1016NB,Bloemgrachtbuurt
18166,1016NC,Bloemgrachtbuurt
18176,1016ND,Bloemgrachtbuurt
18186,1016NE,Bloemgrachtbuurt
18195,1016NG,Bloemgrachtbuurt
18200,1016NH,Bloemgrachtbuurt
18208,1016NJ,Bloemgrachtbuurt
18225,1016NK,Bloemgrachtbuurt
18241,1016NL,Bloemgrachtbuurt
18249,1015JH,Marnixbuurt Noord
18257,1015TW,Marnixbuurt Noord
18266,1015TX,Marnixbuurt Noord
18270,1015TZ,Marnixbuurt Noord
18274,1015VA,Marnixbuurt Noord
18281,1015VB,Marnixbuurt Noord
18288,1015VC,Marnixbuurt Noord
18294,1015VD,Marnixbuurt Noord
18299,1015VE,Marnixbuurt Noord
18303,1015VG,Marnixbuurt Noord
18308,1015VH,Marnixbuurt Noord
18313,1015VJ,Marnixbuurt Noord
18318,1015VK,Marnixbuurt Noord
18323,1015VL,Marnixbuurt Noord
18327,1015VM,Marnixbuurt Noord
18335,1015VN,Marnixbuurt Noord
18342,1015VP,Marnixbuurt Noord
18349,1015VR,Marnixbuurt Noord
18356,1015VS,Marnixbuurt Noord
18363,1015VT,Marnixbuurt Noord
18368,1015VV,Marnixbuurt Noord
18373,1015VW,Marnixbuurt Noord
18377,1015VX,Marnixbuurt Noord
18384,1015VZ,Marnixbuurt Noord
18393,1015XH,Marnixbuurt Noord
18397,1015XJ,Marnixbuurt Noord
18403,1015XK,Marnixbuurt Noord
18411,1015XL,Marnixbuurt Noord
18415,1015XM,Marnixbuurt Noord
18424,1015XN,Marnixbuurt Noord
18432,1015XP,Marnixbuurt Noord
18441,1015XR,Marnixbuurt Noord
18448,1015XS,Marnixbuurt Noord
18455,1015XT,Marnixbuurt Noord
18462,1015XV,Marnixbuurt Noord
18469,1015XW,Marnixbuurt Noord
18475,1015XX,Marnixbuurt Noord
18481,1015ZA,Marnixbuurt Noord
18482,1015ZB,Marnixbuurt Noord
18485,1015ZD,Marnixbuurt Noord
18487,1015ZN,Marnixbuurt Noord
18493,1015ZE,Zaagpoortbuurt
18494,1015WB,Zaagpoortbuurt
18497,1015WC,Zaagpoortbuurt
18500,1015WD,Zaagpoortbuurt
18503,1015WE,Zaagpoortbuurt
18508,1015WG,Zaagpoortbuurt
18513,1015WH,Zaagpoortbuurt
18518,1015WJ,Zaagpoortbuurt
18523,1015WK,Zaagpoortbuurt
