PC6,number_of_charger,total_capacity,electricity_household,electricity_company,December 2017_EV,December 2018_EV,December 2019_EV,December 2020_EV,December 2021_EV,December 2022_EV,December 2017_hybrid,December 2018_hybrid,December 2019_hybrid,December 2020_hybrid,December 2021_hybrid,December 2022_hybrid
1094CD,,,1660.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094CJ,,,2800.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094CL,,,2030.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094CM,,,1430.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094CN,,,1540.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094CP,,,1280.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094CR,,,1640.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094CS,,,1910.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094CW,,,1490.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094CZ,,,2200.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094EA,,,1440.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094EB,,,1710.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094ED,,,1940.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094EE,,,1700.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094EH,,,1830.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094EJ,,,2760.0,1600.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094EL,,,1860.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094EP,,,1560.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094ES,,,0.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094ET,,,1780.0,14150.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094EW,,,1860.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094EX,,,1830.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094EZ,,,1800.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094GA,,,2140.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094GD,,,0.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094GE,,,1880.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094GG,,,1790.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094GH,,,1650.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094GJ,,,1510.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094GK,,,2260.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094GL,,,2050.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094GM,,,1540.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094GN,,,1350.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094GP,,,1460.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094GR,,,1790.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094GS,,,1510.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094GX,,,2100.0,15410.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094GZ,,,1740.0,11460.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094HA,,,1250.0,14950.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094HB,,,1670.0,17330.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094HC,,,1580.0,22390.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094HD,,,1500.0,8540.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094HE,,,1730.0,10280.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094HG,,,1790.0,10960.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094HH,,,1630.0,18660.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094HJ,,,1460.0,22720.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094HK,,,1550.0,24170.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094HL,,,1710.0,23860.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094HM,,,1340.0,11320.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094HN,,,1680.0,6340.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094HP,,,1050.0,4920.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094HR,,,950.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094HS,,,700.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094HT,,,1880.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094HV,,,1110.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094HW,,,2190.0,25670.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094HX,,,1190.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094HZ,,,1770.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094JA,,,1650.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094JB,,,1640.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094JC,,,1880.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094JE,,,1880.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094JG,,,1980.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094JH,,,1620.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094JJ,,,1220.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094JK,,,1220.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094JM,,,1830.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094JN,,,1770.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094JR,,,1720.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094JS,,,1820.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094JT,,,1510.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094JV,,,1660.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094JW,,,1820.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094JX,,,1860.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094JZ,,,1520.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094KA,,,1680.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094KB,,,1690.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094KC,,,1610.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094KD,,,1440.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094KG,,,1420.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094KH,,,1370.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094KJ,,,1160.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094KL,,,1480.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094KM,,,1750.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094KN,,,1970.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094KP,,,1500.0,9480.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094KR,,,1900.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094KS,,,1540.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094KT,,,1840.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094KV,,,1650.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094KW,,,1690.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094KX,,,1730.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094LA,,,1920.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094LB,,,1920.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094LC,,,1430.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094LD,,,1690.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094LE,,,1940.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094LG,,,1830.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094LH,,,1770.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094LJ,,,1690.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094LL,,,1490.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094LN,,,1850.0,31340.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094LP,,,2180.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094LS,,,1670.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094LV,,,1740.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094LW,,,2130.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094LX,,,1920.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094LZ,,,2100.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094ME,,,1750.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094MG,,,1900.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094MH,,,1780.0,8020.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094MK,,,1760.0,6840.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094NA,,,1590.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094NB,,,2010.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094NC,,,1670.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094ND,,,1520.0,6270.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094NE,,,0.0,32340.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094NG,,,1330.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094NH,,,1540.0,5870.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094NJ,,,1930.0,9370.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094NK,,,2020.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094NL,,,1550.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094NM,,,2080.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094NN,,,1630.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094NP,,,1850.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094NR,,,1470.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094NS,,,1450.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094NV,,,1860.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094NW,,,1720.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094NX,,,1980.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094NZ,,,2840.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094PA,,,2160.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094PB,,,2000.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094PC,,,1980.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094PD,,,1040.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094PE,,,1840.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094PG,,,1500.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094PJ,,,0.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094PK,,,2320.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094PL,,,1940.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094PM,,,0.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094PN,,,2010.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094PP,,,1750.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094PR,,,1830.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094PS,,,2360.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094PT,,,1990.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094PX,,,2160.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094PZ,,,2080.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094RA,,,2100.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094RC,,,1680.0,11580.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094RD,,,1960.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094RE,,,1850.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094RH,,,1990.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094RK,,,1440.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094RL,,,0.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094RN,,,1820.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094RR,,,1760.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094RS,,,1790.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094RT,,,2210.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094RV,,,1600.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094RW,,,1640.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094RX,,,1870.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094RZ,,,1690.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094SB,,,1990.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094SC,,,1890.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094SE,,,1850.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094SG,,,1990.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094SH,,,2000.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094SK,,,0.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094SL,,,2150.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094SM,,,2220.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094SN,,,1480.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094SP,,,1330.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094SR,,,1760.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094ST,,,1800.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094SV,,,1650.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094SW,,,1700.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094SX,,,2540.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094SZ,,,1700.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094TA,,,1380.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094TB,,,2300.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094TC,,,2030.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094TD,,,2280.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094TE,,,0.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094TG,,,2240.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094TJ,,,2400.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094TK,,,2750.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094TL,,,1550.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094TR,,,1260.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094TS,,,0.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094TV,,,2050.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094TX,,,2950.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094VA,,,1620.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094XB,,,1930.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094XC,,,2130.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094XD,,,2380.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094XE,,,1950.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094XG,,,1860.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094XH,,,1520.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094XJ,,,1550.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094XK,,,1250.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094XL,,,1400.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094XM,,,1770.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094XP,,,1590.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094XR,,,1390.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094XS,,,1930.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094XT,,,1820.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094XV,,,1990.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094XW,,,1640.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094XX,,,2490.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094XZ,,,2230.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094ZA,,,2020.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094ZB,,,1990.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094ZC,,,1580.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
1094ZD,,,1100.0,0.0,1.0,4.0,10.0,15.0,18.0,29.0,11.0,10.0,8.0,12.0,14.0,25.0
